month,route,direction,year,quarter,month_num,time_trend,rev_index_route_month,freight_index,bunker,us_epu_index,capacity_index,congestion_dummy,eu_ip_index,uk_ip_index,trade_imbalance,gbp_eur_rate,uk_cpi,teu_volume
2016-01-01,UK-DE,Exports,2016.0,1,1,1.0,859292.1190498633,222.87844,201.786,154.8573305883009,99.0,0,1.9,1.1,-1169.6858357029423,1.3149,117.16593810022657,3855.429529432561
2016-02-01,UK-DE,Exports,2016.0,1,2,2.0,971500.9440290212,236.46949,218.86,148.32178884302218,99.0,0,-1.4,-0.3,-2649.353166369957,1.2799,117.35944717281485,4108.356405847626
2016-03-01,UK-DE,Exports,2016.0,1,3,3.0,1185074.2196310475,298.04085,226.831,130.49015932384305,99.0,0,-0.5,-0.7,-2190.9609979271036,1.2619,117.55327584136917,3976.214064719811
2016-04-01,UK-DE,Exports,2016.0,2,4,4.0,1881993.8015760698,480.6509,271.605,96.41341581246452,99.0,0,1.6,2.9,-3219.1118255757765,1.2761,117.74742463372823,3915.510824126346
2016-05-01,UK-DE,Exports,2016.0,2,5,5.0,1914876.7005877066,421.63279,295.729,96.22233274231512,99.0,0,-1.5,-1.8,-503.897097829783,1.3011,117.94189407860254,4541.57443634236
2016-06-01,UK-DE,Exports,2016.0,2,6,6.0,1908127.6080907132,497.43744,316.363,233.9561029807024,99.0,0,0.8,-0.7,-2451.9910765944405,1.1984,118.13668470557582,3835.914739531293
2016-07-01,UK-DE,Exports,2016.0,3,7,7.0,1847285.5863431846,495.91775,266.669,164.45840052945698,99.0,0,-0.2,-0.2,-4474.158714798509,1.1841,118.33179704510638,3724.9838029455177
2016-08-01,UK-DE,Exports,2016.0,3,8,8.0,2616434.837096767,541.05471,303.44,106.88562278807385,99.0,0,0.1,-0.3,-1354.8457998130907,1.1775,118.5272316285287,4835.804566042438
2016-09-01,UK-DE,Exports,2016.0,3,9,9.0,2646731.0531375054,674.63377,334.04,86.34353837572384,99.0,0,0.3,0.4,-975.9954853883992,1.1543,118.72298898805474,3923.2116310120455
2016-10-01,UK-DE,Exports,2016.0,4,10,10.0,2937739.4845843823,700.85051,350.425,108.06412479274996,99.0,0,0.7,-2.1,-2724.395926538872,1.115,118.91906965677548,4191.677743923426
2016-11-01,UK-DE,Exports,2016.0,4,11,11.0,4178754.798470919,963.35414,349.256,254.1013277977594,99.0,0,0.4,1.4,-843.9305264358791,1.181,119.11547416866235,4337.714060657817
2016-12-01,UK-DE,Exports,2016.0,4,12,12.0,3757710.612880713,783.08344,395.302,161.42478617964736,99.0,0,-0.4,2.3,-2109.673547025247,1.1731,119.31220305856867,4798.6081954187575
2017-01-01,UK-DE,Exports,2017.0,1,1,13.0,3222604.9280805215,636.43596,376.492,195.0406301487559,99.5,0,-0.1,-1.5,-2006.3609209278848,1.1649,119.50925686223111,5063.517982359956
2017-02-01,UK-DE,Exports,2017.0,1,2,14.0,2977480.4476788575,691.79351,384.755,177.77771703078386,99.5,0,0.7,-0.7,-1396.9249180886345,1.1705,119.70663611627114,4304.00170663477
2017-03-01,UK-DE,Exports,2017.0,1,3,15.0,5391392.099201635,1034.12534,364.376,154.6096950716648,99.5,0,-0.2,-0.5,-2117.7141609834816,1.1778,119.90434135819655,5213.480311005274
2017-04-01,UK-DE,Exports,2017.0,2,4,16.0,3935010.112236001,856.37066,338.031,157.67652276048602,99.5,0,0.8,0.1,-2056.330082202143,1.1885,120.1023731264028,4594.984737375286
2017-05-01,UK-DE,Exports,2017.0,2,5,17.0,2308959.3979079733,681.14818,337.471,129.88805773509438,99.5,0,0.4,0.7,-2675.1556344409855,1.1464,120.30073196017462,3389.8048408614604
2017-06-01,UK-DE,Exports,2017.0,2,6,18.0,4295272.615457403,692.65068,326.145,120.638462013977,99.5,0,0.0,0.8,-980.5142833568725,1.1398,120.49941839968734,6201.210421763251
2017-07-01,UK-DE,Exports,2017.0,3,7,19.0,3089984.648441579,717.21001,362.964,141.13833497496017,99.5,0,1.1,0.4,-2428.071492274388,1.1159,120.69843298600851,4308.340103119279
2017-08-01,UK-DE,Exports,2017.0,3,8,20.0,5165612.460696339,918.25655,381.379,137.85970356732346,99.5,0,0.8,-0.3,-799.1287984257533,1.0857,120.89777626109928,5625.456699106953
2017-09-01,UK-DE,Exports,2017.0,3,9,21.0,4757088.123740041,1012.31803,390.071,116.62001749224488,99.5,0,-0.4,2.0,-2884.799709299861,1.1341,121.09744876781583,4699.203197773767
2017-10-01,UK-DE,Exports,2017.0,4,10,22.0,6123159.784992515,1146.68877,402.132,125.86584390490805,99.5,0,0.0,0.5,-2268.278596568246,1.1405,121.29745104991099,5339.8619967234135
2017-11-01,UK-DE,Exports,2017.0,4,11,23.0,5806407.72840154,1168.11015,397.143,111.28268645750131,99.5,0,2.7,0.3,-1902.7617077831865,1.1361,121.49778365203561,4970.770717471755
2017-12-01,UK-DE,Exports,2017.0,4,12,24.0,4185549.0128625804,1020.77417,434.228,140.35018163208687,99.5,0,0.0,-0.7,-1490.9596956485657,1.126,121.69844711974005,4100.367285804832
2018-01-01,UK-DE,Exports,2018.0,1,1,25.0,4032193.9977314733,812.18274,424.069,160.96720482315624,100.0,0,-2.0,1.4,-1744.2092066030564,1.1432,121.89944199947573,4964.638866533255
2018-02-01,UK-DE,Exports,2018.0,1,2,26.0,3591369.293630532,864.70802,404.969,114.75555830719168,100.0,0,-0.9,0.1,-2365.047286705173,1.1284,122.10076883859658,4153.273949778483
2018-03-01,UK-DE,Exports,2018.0,1,3,27.0,3849908.6808059756,752.65749,434.294,187.09588988952652,100.0,0,0.5,-0.7,-2271.7435066917706,1.1377,122.30242818536048,5115.087183688261
2018-04-01,UK-DE,Exports,2018.0,2,4,28.0,3655656.4045221917,974.20995,466.4,139.0353863798274,100.0,0,-0.3,0.2,-3561.654496660206,1.1396,122.50442058893086,3752.4318084846
2018-05-01,UK-DE,Exports,2018.0,2,5,29.0,4072107.843170976,819.98044,502.144,162.27669727441403,100.0,0,1.3,-0.8,-883.7517084897781,1.1372,122.7067465993781,4966.1036343391015
2018-06-01,UK-DE,Exports,2018.0,2,6,30.0,5539857.825649344,1049.71957,501.933,134.40277095276352,100.0,0,-0.2,1.5,-2649.593794850017,1.1303,122.90940676768108,5277.4645571762985
2018-07-01,UK-DE,Exports,2018.0,3,7,31.0,7019886.5048236735,1330.84482,482.974,176.20507806975243,100.0,0,-1.4,-1.0,-1343.5415453881315,1.1227,123.1124016457287,5274.759610834021
2018-08-01,UK-DE,Exports,2018.0,3,8,32.0,6345908.63717272,1218.45821,518.559,114.9613708572396,100.0,0,1.3,0.9,-1266.487084205066,1.117,123.31573178632127,5208.146315639927
2018-09-01,UK-DE,Exports,2018.0,3,9,33.0,4201399.225485658,1180.80049,543.053,120.9851906831101,100.0,0,-0.8,-0.7,-2802.971370406804,1.1227,123.51939774317215,3558.0940735260515
2018-10-01,UK-DE,Exports,2018.0,4,10,34.0,6802365.98477558,1168.26094,536.106,136.11465330894578,100.0,0,0.3,-0.3,322.04124675212097,1.1285,123.72340007090921,5822.642657877083
2018-11-01,UK-DE,Exports,2018.0,4,11,35.0,3806093.8701760136,965.18739,423.201,164.94220233666894,100.0,0,-1.4,-0.5,-3307.684000681485,1.1268,123.92773932507633,3943.372975662284
2018-12-01,UK-DE,Exports,2018.0,4,12,36.0,5069192.543385958,999.44956,374.242,226.57688783543793,100.0,0,0.2,-1.9,-2354.3572460706337,1.1122,124.13241606213485,5071.984366460632
2019-01-01,UK-DE,Exports,2019.0,1,1,37.0,2431626.9571588254,509.06874,426.383,284.1359376541715,100.5,0,1.0,2.9,-3084.7286057770907,1.1452,124.33743083946524,4776.618099077986
2019-02-01,UK-DE,Exports,2019.0,1,2,38.0,2692361.3839612175,496.00482,460.199,123.63928802128096,100.5,0,-0.6,0.8,-783.6471236634643,1.1663,124.54278421536851,5428.095202706331
2019-03-01,UK-DE,Exports,2019.0,1,3,39.0,2463328.365218121,530.28554,452.744,180.63169968632656,100.5,0,0.2,0.4,-2429.624270559443,1.162,124.74847674906768,4645.286698215685
2019-04-01,UK-DE,Exports,2019.0,2,4,40.0,3687273.8727604533,775.18785,472.32,109.68637345474951,100.5,0,-0.2,-2.2,-749.7096825868002,1.1621,124.95450900070948,4756.619795782987
2019-05-01,UK-DE,Exports,2019.0,2,5,41.0,3847734.1674589296,867.91258,429.997,160.8581540301101,100.5,0,0.5,1.3,-2207.733766858286,1.1308,125.16088153136566,4433.319963467899
2019-06-01,UK-DE,Exports,2019.0,2,6,42.0,4945710.575152168,1066.56164,446.239,207.99137228425923,100.5,0,-1.1,0.2,-2037.5565505549139,1.1166,125.3675949030347,4637.060240749112
2019-07-01,UK-DE,Exports,2019.0,3,7,43.0,6683281.631891447,1529.3925,476.707,207.745461743896,100.5,0,-0.3,0.4,-2953.747625873675,1.0979,125.57464967864327,4369.893033927816
2019-08-01,UK-DE,Exports,2019.0,3,8,44.0,8366824.259989896,1954.62765,452.696,282.52293100286573,100.5,0,0.4,-0.7,-1714.737019128147,1.1069,125.78204642204769,4280.520773350308
2019-09-01,UK-DE,Exports,2019.0,3,9,45.0,8221427.67659339,1483.31977,462.775,186.6406965622766,100.5,0,-0.1,1.8,-572.515354998176,1.1276,125.9897856980356,5542.586192721877
2019-10-01,UK-DE,Exports,2019.0,4,10,46.0,7847662.396802699,1338.02273,420.693,159.5113928417186,100.5,0,0.7,0.9,-628.7921233141424,1.1605,126.1978680723274,5865.118895852165
2019-11-01,UK-DE,Exports,2019.0,4,11,47.0,5273025.376640624,1181.56511,426.848,170.48034105615363,100.5,0,-1.4,-0.1,-2051.0216756445407,1.1738,126.40629411157785,4462.746345515081
2019-12-01,UK-DE,Exports,2019.0,4,12,48.0,3602064.395081413,840.59536,451.067,190.5049252842669,100.5,0,-1.8,0.1,-1769.1862010413151,1.1825,126.61506438337756,4285.134758632754
2020-01-01,UK-DE,Exports,2020.0,1,1,49.0,1857333.7414904535,369.05123,369.809,164.75530578231132,101.0,0,2.7,1.7,-96.0982049443237,1.1903,126.82417945625456,5032.726056733244
2020-02-01,UK-DE,Exports,2020.0,1,2,50.0,1598866.153618463,419.24614,336.964,216.1912123553838,101.0,0,-0.7,1.9,-2334.989973311679,1.1626,127.03363989967589,3813.669348556108
2020-03-01,UK-DE,Exports,2020.0,1,3,51.0,2478958.2884019893,504.92015,232.699,425.7791697764692,101.0,1,-11.4,-7.4,-1612.9118217439936,1.1254,127.24344628404904,4909.604594710648
2020-04-01,UK-DE,Exports,2020.0,2,4,52.0,1798658.2728333925,504.68924,200.286,400.9447431705236,101.0,1,-18.5,-15.6,-90.52063730455257,1.1497,127.45359918072366,3563.892649729153
2020-05-01,UK-DE,Exports,2020.0,2,5,53.0,1818576.9300027003,409.19055,221.848,503.9633367059844,101.0,1,14.0,7.4,-382.6651437172213,1.1121,127.66409916199297,4444.327783236197
2020-06-01,UK-DE,Exports,2020.0,2,6,54.0,4966948.41124687,1453.26763,275.467,300.2401726881104,101.0,1,9.2,10.7,-371.81421897822884,1.104,127.87494680109542,3417.7795670346486
2020-07-01,UK-DE,Exports,2020.0,3,7,55.0,4435295.381768767,1030.61302,276.93,427.91536611277434,101.0,1,4.7,4.3,-1867.1402204175029,1.1109,128.08614267221614,4303.550698174536
2020-08-01,UK-DE,Exports,2020.0,3,8,56.0,3791847.9031770425,1116.53035,264.614,263.471433963797,101.0,1,0.8,3.2,-3404.3587537817716,1.1201,128.29768735048864,3396.09926696309
2020-09-01,UK-DE,Exports,2020.0,3,9,57.0,5312682.070605573,1336.07002,245.914,252.58784270321777,101.0,1,0.5,1.0,-98.50102580072416,1.1024,128.50958141199632,3976.3500348623743
2020-10-01,UK-DE,Exports,2020.0,4,10,58.0,5092934.860268546,991.34601,238.178,305.76662668120656,101.0,1,2.9,-0.1,-1152.1261054020788,1.1123,128.72182543377394,5137.393814969353
2020-11-01,UK-DE,Exports,2020.0,4,11,59.0,4045494.726595609,918.89463,293.38,327.60960495189306,101.0,1,2.8,0.8,-3026.3866802308794,1.117,128.9344199938094,4402.566512545197
2020-12-01,UK-DE,Exports,2020.0,4,12,60.0,4141023.9236807968,1009.01167,318.292,326.61663006838853,101.0,1,-0.8,-0.3,-2505.487214367042,1.1185,129.1473656710451,4104.03967248545
2021-01-01,UK-DE,Exports,2021.0,1,1,61.0,3305113.636486155,1059.39005,325.952,261.30613275031254,101.5,1,1.5,-2.6,-2085.3403155365654,1.1287,129.36066304537965,3119.8269574895053
2021-02-01,UK-DE,Exports,2021.0,1,2,62.0,4744530.311719045,1201.14736,346.361,187.51961611197683,101.5,1,-1.3,0.0,-1525.207138764014,1.154,129.5743126976694,3949.9985345004175
2021-03-01,UK-DE,Exports,2021.0,1,3,63.0,6594902.2246939605,1482.6087,342.935,166.7855324285332,101.5,1,1.2,0.5,-1479.4525456994188,1.175,129.78831520973003,4448.174508010077
2021-04-01,UK-DE,Exports,2021.0,2,4,64.0,8074467.1948198145,2207.51988,351.952,141.3001663096493,101.5,1,0.8,-0.2,-2177.8859402797602,1.1492,130.00267116433815,3657.70984350991
2021-05-01,UK-DE,Exports,2021.0,2,5,65.0,7025114.036768258,1828.55533,355.132,172.09620892868668,101.5,1,-1.1,-1.0,-1390.8914696588422,1.1624,130.21738114523285,3841.893062523986
2021-06-01,UK-DE,Exports,2021.0,2,6,66.0,12804893.045157297,2451.44928,413.406,149.131269416058,101.5,1,0.1,-0.7,-840.2225900613967,1.1667,130.43244573711732,5223.397093966104
2021-07-01,UK-DE,Exports,2021.0,3,7,67.0,10465094.169515803,2368.51572,424.491,182.171409450722,101.5,0,1.2,-1.6,-506.83602302855707,1.1715,130.64786552566045,4418.418708876377
2021-08-01,UK-DE,Exports,2021.0,3,8,68.0,11515271.531037522,3004.65387,411.031,157.1952139740155,101.5,0,-2.2,0.6,-1454.9144048169646,1.1649,130.86364109749843,3832.478558016908
2021-09-01,UK-DE,Exports,2021.0,3,9,69.0,13623218.064260278,3838.4964,443.132,171.30044767776016,101.5,0,0.1,-0.9,-3322.2495721544788,1.164,131.07977304023623,3549.102733106713
2021-10-01,UK-DE,Exports,2021.0,4,10,70.0,10657190.015616328,2573.68537,483.617,136.92023897318535,101.5,0,0.4,-1.4,-457.15811575032967,1.1841,131.29626194244943,4140.828610925479
2021-11-01,UK-DE,Exports,2021.0,4,11,71.0,11743098.191171726,2275.33172,425.588,175.87287993217254,101.5,0,0.5,1.3,-553.6477986684185,1.1731,131.5131083936856,5161.048865073496
2021-12-01,UK-DE,Exports,2021.0,4,12,72.0,6973732.652010301,1654.8481,482.083,201.43366532410735,101.5,0,2.0,-1.0,-3178.1940855812536,1.1893,131.730312984466,4214.122524001025
2022-01-01,UK-DE,Exports,2022.0,1,1,73.0,4785448.928944758,1055.29508,583.464,155.279658979555,102.0,0,-0.7,0.4,-1491.980656017794,1.1971,131.94787630628724,4534.702207599374
2022-02-01,UK-DE,Exports,2022.0,1,2,74.0,7372198.909122356,1523.41125,645.583,140.442501940303,102.0,0,0.6,-0.9,-1392.2676536130175,1.1961,132.1657989516228,4839.2703605952465
2022-03-01,UK-DE,Exports,2022.0,1,3,75.0,6979470.809255113,1794.65713,850.902,229.2447416565428,102.0,0,-1.8,-0.3,-2372.751690369188,1.1873,132.38408151392463,3889.0274318053794
2022-04-01,UK-DE,Exports,2022.0,2,4,76.0,11804427.952028425,1911.27365,1051.24,168.82774660506905,102.0,0,0.3,0.5,808.1548794006112,1.1925,132.6027245876249,6176.210273201027
2022-05-01,UK-DE,Exports,2022.0,2,5,77.0,8146316.748832437,2033.28051,1000.198,190.45301794086703,102.0,0,2.5,0.4,-2482.588347986957,1.174,132.8217287681375,4006.489369650446
2022-06-01,UK-DE,Exports,2022.0,2,6,78.0,7432268.0590517,1839.53355,1029.4,152.81057402833767,102.0,0,-0.7,-1.5,-4039.566531413654,1.1617,133.04109465185968,4040.300357148528
2022-07-01,UK-DE,Exports,2022.0,3,7,79.0,8783654.452987768,1557.2356,910.716,222.78993756365375,102.0,0,-2.0,0.1,-745.0860325334806,1.1914,133.26082283617367,5640.543057831305
2022-08-01,UK-DE,Exports,2022.0,3,8,80.0,4258435.687348809,830.10753,957.419,183.0348267700993,102.0,0,2.2,-0.2,-1371.4789460664579,1.1561,133.4809139194484,5129.980795799804
2022-09-01,UK-DE,Exports,2022.0,3,9,81.0,6068246.197347373,1581.31177,878.706,201.73848940265736,102.0,0,1.3,-1.6,-3032.435021400058,1.139,133.70136850104097,3837.476146368893
2022-10-01,UK-DE,Exports,2022.0,4,10,82.0,7272089.799654868,1275.72375,913.629,207.2753347956232,102.0,0,-1.0,0.4,-904.7570106060448,1.1601,133.92218718129843,5700.3640479805035
2022-11-01,UK-DE,Exports,2022.0,4,11,83.0,4908213.581737773,1134.55581,763.209,210.37489419320417,102.0,0,0.2,0.9,-3894.9416164326885,1.1587,134.14337056155932,4326.110305439952
2022-12-01,UK-DE,Exports,2022.0,4,12,84.0,6967926.135309175,1256.94848,746.818,150.03712407268858,102.0,0,-1.9,-1.2,-1656.3013729612667,1.1295,134.36491924415532,5543.525646579544
2023-01-01,UK-DE,Exports,2023.0,1,1,85.0,3356031.788591783,552.49067,752.88,161.42711351828396,102.5,0,1.6,-0.4,-1735.3105414693982,1.1344,134.586833832413,6074.368257823762
2023-02-01,UK-DE,Exports,2023.0,1,2,86.0,3232488.6679695584,818.18182,756.818,152.96728106380317,102.5,0,1.1,0.0,-3809.5141445171903,1.1369,134.80911493065523,3950.819474294306
2023-03-01,UK-DE,Exports,2023.0,1,3,87.0,6980784.919292872,1124.87852,609.006,200.48993632249247,102.5,0,-2.9,-0.5,-284.1753140134124,1.1374,135.03176314420313,6205.812267881933
2023-04-01,UK-DE,Exports,2023.0,2,4,88.0,5171199.97167532,1253.28032,613.121,165.4175590624888,102.5,0,0.4,0.2,-2358.8031168674524,1.1404,135.25477907937739,4126.131950811547
2023-05-01,UK-DE,Exports,2023.0,2,5,89.0,4649854.73260919,788.73012,529.789,205.17645766377265,102.5,0,0.6,-0.8,-2839.4627166374858,1.1639,135.47816334350026,5895.368535702922
2023-06-01,UK-DE,Exports,2023.0,2,6,90.0,4840261.088298133,857.97421,545.769,179.30804360580655,102.5,0,0.1,2.0,-1754.7341664950618,1.1637,135.70191654489685,5641.499513485531
2023-07-01,UK-DE,Exports,2023.0,3,7,91.0,4660453.367322276,876.49712,618.737,132.710630244132,102.5,0,-2.9,-0.6,-2411.2982472252897,1.1671,135.92603929289714,5317.134832482137
2023-08-01,UK-DE,Exports,2023.0,3,8,92.0,4039368.299892547,857.61668,717.642,76.8442238599466,102.5,0,-0.4,-0.2,-1888.2817295269479,1.1688,136.15053219783738,4709.992697311516
2023-09-01,UK-DE,Exports,2023.0,3,9,93.0,7349547.0062416755,1393.57693,782.197,117.69877740932384,102.5,0,0.0,-0.5,-1690.4200232477615,1.1538,136.37539587106178,5273.8724702063455
2023-10-01,UK-DE,Exports,2023.0,4,10,94.0,5795878.815495015,1201.02074,710.817,133.59407497617926,102.5,1,-0.4,-1.3,-1843.503477321241,1.149,136.60063092492442,4825.794112010934
2023-11-01,UK-DE,Exports,2023.0,4,11,95.0,11082520.014646934,2327.25832,639.263,140.67720419175046,102.5,1,1.0,0.2,-2064.938557316623,1.1594,136.8262379727905,4762.049798858141
2023-12-01,UK-DE,Exports,2023.0,4,12,96.0,11092245.530094802,1647.65127,593.317,107.0015790035396,102.5,1,-0.2,0.3,-3409.55796536213,1.1535,137.05221762903844,6732.1560891309255
2024-01-01,UK-DE,Exports,2024.0,1,1,97.0,5549185.2219597185,1099.22944,632.765,131.2736785982848,103.0,1,-1.4,-1.2,-2008.9555072361436,1.1728,137.27857050906124,5048.250183291778
2024-02-01,UK-DE,Exports,2024.0,1,2,98.0,9269073.507903058,1673.00682,607.664,106.51287342793694,103.0,1,0.2,0.8,-2062.6643230254695,1.1683,137.50529722926834,5540.368035022749
2024-03-01,UK-DE,Exports,2024.0,1,3,99.0,6921071.872351996,1442.37624,648.119,116.71150289896296,103.0,1,-0.6,1.1,-1756.3801697383878,1.1697,137.7323984070872,4798.381781685474
2024-04-01,UK-DE,Exports,2024.0,2,4,100.0,6438267.42029037,1347.24554,601.063,139.4120173422644,103.0,1,0.7,-1.0,-2811.2983268366816,1.1712,137.95987466096494,4778.837434704271
2024-05-01,UK-DE,Exports,2024.0,2,5,101.0,7142761.7115339255,1425.76591,574.234,123.60752054667115,103.0,1,-1.2,-0.1,-3926.38753602826,1.1744,138.18772661037025,5009.771703360424
2024-06-01,UK-DE,Exports,2024.0,2,6,102.0,8269064.42059147,1621.57886,607.894,144.17842439562995,103.0,1,1.1,0.1,-893.3141371350566,1.1801,138.41595487579482,5099.390861935305
2024-07-01,UK-DE,Exports,2024.0,3,7,103.0,6773520.900406579,1330.52894,570.616,144.93679861142613,103.0,1,-0.8,-0.7,-1249.8467066935855,1.1875,138.6445600787551,5090.848230934818
2024-08-01,UK-DE,Exports,2024.0,3,8,104.0,7399192.420314707,1382.72734,548.441,138.3664253273809,103.0,1,0.5,1.1,-1340.9323356598388,1.1882,138.8735428417941,5351.157966048973
2024-09-01,UK-DE,Exports,2024.0,3,9,105.0,7712749.642141078,1554.99179,478.473,127.39912062749826,103.0,1,-0.6,0.0,-3211.2209576465775,1.2012,139.10290378848302,4959.993803016206
2024-10-01,UK-DE,Exports,2024.0,4,10,106.0,4884000.342191924,1079.31571,505.443,109.29088880997024,103.0,1,0.4,-0.6,-1673.5934361642312,1.1852,139.3326435434229,4525.089644244986
2024-11-01,UK-DE,Exports,2024.0,4,11,107.0,7171341.330928485,1064.13078,502.594,225.04903075137688,103.0,1,0.0,-0.8,-1178.7861816503491,1.2038,139.5627627322463,6739.154120632133
2024-12-01,UK-DE,Exports,2024.0,4,12,108.0,3976657.328439714,796.32588,519.41,218.84548056843855,103.0,1,-0.4,0.9,-2803.6203821854215,1.2085,139.7932619816192,4993.75623512288
2025-01-01,UK-DE,Exports,2025.0,1,1,109.0,3087067.8826453933,590.17183,547.214,236.78706815651915,103.5,1,0.5,0.0,-1696.5194283919009,1.196,140.02414191924248,5230.795042598684
2025-02-01,UK-DE,Exports,2025.0,1,2,110.0,5481894.566843431,976.17156,539.515,329.2907931159745,103.5,1,1.3,1.9,-1766.1092837426095,1.2124,140.25540317385372,5615.70813110293
2025-03-01,UK-DE,Exports,2025.0,1,3,111.0,5776294.981508562,1238.08786,505.927,446.30316270906906,103.5,1,2.2,-0.9,-3044.3712878654906,1.1944,140.48704637522894,4665.4968262983875
2025-04-01,UK-DE,Exports,2025.0,2,4,112.0,4777909.641115509,1038.4356,451.6,724.9360856008896,103.5,1,-2.6,-0.1,-747.6833002030262,1.1765,140.71907215418426,4601.064949155739
2025-05-01,UK-DE,Exports,2025.0,2,5,113.0,5512129.656864985,1053.41357,440.903,563.9842129445441,103.5,1,0.9,-1.4,-2680.067025123216,1.186,140.95148114257765,5232.635893294013
2025-06-01,UK-DE,Exports,2025.0,2,6,114.0,5809096.8873456735,1085.75179,483.994,375.5853136260628,103.5,1,-0.6,1.0,-3456.249674673758,1.1651,141.1842739733107,5350.299157550247
2025-07-01,UK-DE,Exports,2025.0,3,7,115.0,10368177.96730797,1514.78484,535.998,372.0626725597245,103.5,1,0.6,-0.2,-1415.422250323757,1.157,141.4174512803302,6844.653902997848
2025-08-01,UK-DE,Exports,2025.0,3,8,116.0,5971422.0118666785,1499.11164,486.749,370.92542539915945,103.5,1,-1.1,0.2,-3017.290550141579,1.1555,141.65101369863,3983.307081697183
2025-09-01,UK-DE,Exports,2025.0,3,9,117.0,8834780.61731596,1585.55613,495.765,319.84104140388,103.5,1,0.3,-1.4,-2248.2871995346613,1.1459,141.8849618642527,5572.03901530497
2016-01-01,UK-DE,Imports,2016.0,1,1,1.0,1119989.8734014314,222.87844,201.786,154.8573305883009,99.0,0,1.9,1.1,-1169.6858357029423,1.3149,117.16593810022657,5025.115365135503
2016-02-01,UK-DE,Imports,2016.0,1,2,2.0,1597992.13611041,236.46949,218.86,148.32178884302218,99.0,0,-1.4,-0.3,-2649.353166369957,1.2799,117.35944717281485,6757.709572217583
2016-03-01,UK-DE,Imports,2016.0,1,3,3.0,1838070.0977700895,298.04085,226.831,130.49015932384305,99.0,0,-0.5,-0.7,-2190.9609979271036,1.2619,117.55327584136917,6167.175062646915
2016-04-01,UK-DE,Imports,2016.0,2,4,4.0,3429262.7977397097,480.6509,271.605,96.41341581246452,99.0,0,1.6,2.9,-3219.1118255757765,1.2761,117.74742463372823,7134.6226497021225
2016-05-01,UK-DE,Imports,2016.0,2,5,5.0,2127336.239818581,421.63279,295.729,96.22233274231512,99.0,0,-1.5,-1.8,-503.897097829783,1.3011,117.94189407860254,5045.471534172143
2016-06-01,UK-DE,Imports,2016.0,2,6,6.0,3127839.7721346957,497.43744,316.363,233.9561029807024,99.0,0,0.8,-0.7,-2451.9910765944405,1.1984,118.13668470557582,6287.9058161257335
2016-07-01,UK-DE,Imports,2016.0,3,7,7.0,4066100.309328953,495.91775,266.669,164.45840052945698,99.0,0,-0.2,-0.2,-4474.158714798509,1.1841,118.33179704510638,8199.142517744027
2016-08-01,UK-DE,Imports,2016.0,3,8,8.0,3349480.538409357,541.05471,303.44,106.88562278807385,99.0,0,0.1,-0.3,-1354.8457998130907,1.1775,118.5272316285287,6190.650365855528
2016-09-01,UK-DE,Imports,2016.0,3,9,9.0,3305170.566948061,674.63377,334.04,86.34353837572384,99.0,0,0.3,0.4,-975.9954853883992,1.1543,118.72298898805474,4899.207116400445
2016-10-01,UK-DE,Imports,2016.0,4,10,10.0,4847133.759141074,700.85051,350.425,108.06412479274996,99.0,0,0.7,-2.1,-2724.395926538872,1.115,118.91906965677548,6916.073670462298
2016-11-01,UK-DE,Imports,2016.0,4,11,11.0,4991758.764985302,963.35414,349.256,254.1013277977594,99.0,0,0.4,1.4,-843.9305264358791,1.181,119.11547416866235,5181.644587093696
2016-12-01,UK-DE,Imports,2016.0,4,12,12.0,5409761.031362245,783.08344,395.302,161.42478617964736,99.0,0,-0.4,2.3,-2109.673547025247,1.1731,119.31220305856867,6908.2817424440045
2017-01-01,UK-DE,Imports,2017.0,1,1,13.0,4499525.166897744,636.43596,376.492,195.0406301487559,99.5,0,-0.1,-1.5,-2006.3609209278848,1.1649,119.50925686223111,7069.87890328784
2017-02-01,UK-DE,Imports,2017.0,1,2,14.0,3943864.039969857,691.79351,384.755,177.77771703078386,99.5,0,0.7,-0.7,-1396.9249180886345,1.1705,119.70663611627114,5700.9266247234045
2017-03-01,UK-DE,Imports,2017.0,1,3,15.0,7581373.975951493,1034.12534,364.376,154.6096950716648,99.5,0,-0.2,-0.5,-2117.7141609834816,1.1778,119.90434135819655,7331.194471988756
2017-04-01,UK-DE,Imports,2017.0,2,4,16.0,5695990.861909305,856.37066,338.031,157.67652276048602,99.5,0,0.8,0.1,-2056.330082202143,1.1885,120.1023731264028,6651.314819577429
2017-05-01,UK-DE,Imports,2017.0,2,5,17.0,4131136.789524196,681.14818,337.471,129.88805773509438,99.5,0,0.4,0.7,-2675.1556344409855,1.1464,120.30073196017462,6064.960475302446
2017-06-01,UK-DE,Imports,2017.0,2,6,18.0,4974426.5005742535,692.65068,326.145,120.638462013977,99.5,0,0.0,0.8,-980.5142833568725,1.1398,120.49941839968734,7181.724705120124
2017-07-01,UK-DE,Imports,2017.0,3,7,19.0,4831421.827696408,717.21001,362.964,141.13833497496017,99.5,0,1.1,0.4,-2428.071492274388,1.1159,120.69843298600851,6736.411595393667
2017-08-01,UK-DE,Imports,2017.0,3,8,20.0,5899417.714144416,918.25655,381.379,137.85970356732346,99.5,0,0.8,-0.3,-799.1287984257533,1.0857,120.89777626109928,6424.5854975327065
